id,Project,Subject,Type,Parent,Status,Priority,Author,Assignee,Updated on,Category,Version,Created on,Story Points,Remaining hours,Description
602151,Android,QRF feedback icons are not displaying in real time in conversation screen ,Product Bug,,Rejected,Low,naveen althi,,2025-07-23T12:05:16Z,BMC_WEBVIEW,,2025-07-16T12:31:57Z,,,"### **Actual Behavior**

QRF feedback icons are not displaying in real time in conversation screen 

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/679721/content"">

### **Expected Behavior**

QRF feedback should be display on real time 

### **Steps to reproduce:**

1.  go to bmc 
2.  open converstaion screen 
3.  send a enquiry from seller account 
4.  check the QRF account 

### **Test Environment**:

1.  **Device:** Android -redmi8
2.  **Environment**: Production:
3.  **Operating System:** e.g. Centos 7 / Ubuntu 20.04/ Windows 10 Pro
4.  **Browser/Version:** 13.5.1

###"
602154,Android,"From buyer pages (native) like POI on buyer dashboard, City Selection Popup is not showing.",Product Bug,,Closed,Medium,madhur Kumar,Duddu Yuvaraju,2025-09-23T04:40:56Z,PDP_webview,,2025-07-16T12:37:21Z,,,"### **Actual Behavior**

From buyer pages (native) like POI on buyer dashboard, City Selection Popup is not showing.

### **Expected Behavior**

The city selection popup should be visible as products on POI are different from glcity of the user.

### **Steps to reproduce:**

1.  Login as a buyer 1002003334
2.  Now navigate to POI section and open pdp from POI section with city name not lucknow(glusr city name of this user)
3.  Now scroll down and observe no popup is visible at Pdp.

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
602158,IM-iOS Native,Subscription Plan banner not displayed on Tender Purchase with 0 BL balance.,Product Bug,,Rejected,Medium,freeda fernandes,Shivam Bansal,2025-07-16T13:48:35Z,,iOS_13.5.3_T1,2025-07-16T12:43:50Z,,,"### **Actual Behavior**

Subscription Plan banner not displayed on Tender Purchase with 0 BL balance.

### **Expected Behavior**

Subscription Plan banner should be displayed.

### **Steps to reproduce:**

1.  Login as seller(BL Webview enabled)
2.  Navigate to BL listing.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
602164,Android,Implement missing trackings in transactions from Search Screen,Product Bug,,Closed,Medium,Rishabh Dev Gupta,Priyanshu Gaurav,2025-10-08T04:19:35Z,BL_Webview,,2025-07-16T12:55:45Z,,,"### **Actual Behavior**

Trackings are missing in the following columns in eto\_lead\_pur\_hist, while purchasing a lead from search screen:  
  
eto\_lead\_pur\_keyword,   
search\_mcat\_priority\_level,   
search\_top\_mcat\_id

### **Expected Behavior**

Implement the missing tracking in the above mentioned columns"
602166,IM-iOS Native,Flickering issue in PDP when the user visits a PDP.,Product Bug,,Bugs Treatment,Medium,Manish Murali,Pratik Singh,2025-11-17T13:13:23Z,,iOS_13.5.3_T1,2025-07-16T12:59:25Z,,,"### **Actual Behavior**

Flickering issue in PDP when the user visits a PDP. The images are flickering.

### **Expected Behavior**

There should not be any flickering issue

### **Steps to reproduce:**

1.  Login as a user to the app.
2.  Visit PDPs . Observe the flickering issue when the user is landing on the select PDP.

### **Test Environment**:

1.  **Device:** Mobile(iphone 16 pro)
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602168,Android,MCAT page is being opened in app in some of the journies.,Product Bug,,Closed,Medium,Priyanka Chittimelli,Duddu Yuvaraju,2025-09-16T06:59:55Z,Impcat_webview,,2025-07-16T13:03:57Z,,,"### **Actual Behavior**

MCAT page is being opened in app in some of the journies.

Replicating : Everytime

### **Expected Behavior**

MCAT page shouldn&#39;t be opened in app in some of the journies.

### **Steps to reproduce:**

1.  Login as 9292006108
2.  Observe the MCAT page journies below:
3.  PDP -&gt; Inspired by your browsing widget
4.  PDP -&gt; Clicking on widget below Customer Reviews section
5.  PDP -&gt; Explore related categories
6.  company -&gt; Products -&gt; More sellers near widget -&gt; Click on view all cta
7.  company -&gt; About us -&gt; More sellers near widget -&gt; Click on view all cta
8.  company -&gt; Categories -&gt; More sellers near widget -&gt; Click on view all cta
9.  PDP &gt; Popular in product name &gt; pdp &gt; Clicking on the widget above the explore similar products

### **Test Environment**:

1.  **Device:** IQOO Z9 5g Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 15"
602172,IM-iOS Native,The Primary CTAs of CALL and Enquiry in the PDP page is getting hidden by the footer menu,Product Bug,,Closed,Medium,Manish Murali,Pratik Singh,2025-07-24T10:48:56Z,,iOS_13.5.3_T1,2025-07-16T13:15:28Z,,,"### **Actual Behavior**

The sticky CTAs in the PDP page is getting hidden by the footer menu.

### **Expected Behavior**

These CTAs should not be hidden.

### **Steps to reproduce:**

1.  Login to the app
2.  Visit a PDP
3.  Now scroll and see if the CTAs are getting hidden.

### **Test Environment**:

1.  **Device:** Mobile(iphone 16 pro)
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602177,IM-iOS Native,Back button on BMC chat navigates to BMC listing instead of previous PDP after sending enquiry from PDP,Product Bug,,Rejected,Low,Anjali Patel,Pratik Singh,2025-10-06T04:38:22Z,,iOS_13.5.3_T1,2025-07-16T13:31:04Z,,,"### **Actual Behavior**

After a buyer sends an enquiry from a PDP and clicks on **Chat with Seller**, they are correctly redirected to the **BMC chat screen**. 

However, when the user clicks the **back button** on the BMC chat header, they are taken to the **BMC listing page** instead of being returned to the previous PDP. This breaks the expected user journey, as the user cannot easily return to the product they were viewing.

### **Expected Behavior**

Clicking the back button from the BMC chat screen should return the user to the **previous PDP**

### **Steps to reproduce:**

1.  login as buyer/ free seller
2.  Navigate to any PDP
3.  Send an enquiry from the PDP
4.  Click on **Chat with Seller** after submitting the enquiry
5.  On the BMC chat screen, click the **back button** in the header
6.  Observe the navigation flow.

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602181,IM-iOS Native,App is crashed on search page ,Product Bug,,Closed,Medium,Anjali Patel,Pratik Singh,2025-07-22T08:12:43Z,,iOS_13.5.3_T1,2025-07-16T14:05:59Z,,,"### **Actual Behavior**

App is crashed on search page 

link:

[https://console.firebase.google.com/u/0/project/artful-affinity-634/crashlytics/app/ios:com.indiamart.m/issues/8ad2fc8951f39b6759c9e443bd7205a9?time=last-twelve-hours&amp;types=crash&amp;versions=13.5.3%20(1)&amp;sessionEventKey=3e5c902d72824373a9253ece0ee87786\_2106085996496748090](https://console.firebase.google.com/u/0/project/artful-affinity-634/crashlytics/app/ios:com.indiamart.m/issues/8ad2fc8951f39b6759c9e443bd7205a9?time=last-twelve-hours&types=crash&versions=13.5.3%20(1)&sessionEventKey=3e5c902d72824373a9253ece0ee87786_2106085996496748090)

  

tested glid- 214326016

### **Expected Behavior**

App should not be crashed

### **Steps to reproduce:**

1.  login with given glid
2.  search any product
3.  lands on search page
4.  after 2 mins , user clicks on product card

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602185,IM-iOS Native,"Call Now, WhatsApp, and Get Best Price CTAs hidden when user clicks on product photo in PDP”",Product Bug,,Rejected,Medium,Anjali Patel,Pratik Singh,2025-07-17T12:47:18Z,,iOS_13.5.3_T1,2025-07-16T14:21:38Z,,,"### **Actual Behavior**

When a buyer views a PDP and clicks on the **product photo** to enlarge or preview it, the main CTAs — **Call Now**, **WhatsApp**, and **Get Best Price** — become hidden

<img class=""op-uc-image op-uc-image_inline"" style=""width:899px;"" src=""/api/v3/attachments/679754/content"">

### **Expected Behavior**

**Call Now**, **WhatsApp**, and **Get Best Price** CTAs should remain visible in photo preview

### **Steps to reproduce:**

1.  Open the IndiaMART app
2.  Navigate to any PDP
3.  Click on the **product photo** to preview mode
4.  Observe the action CTAs below the product photo

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602186,IM-iOS Native,"Post Account Switch, Enquiry Proceeds with new User Instead of Logged-in Account.",Product Bug,,Closed,Medium,freeda fernandes,Pratik Singh,2025-07-22T11:51:04Z,,iOS_13.5.3_T1,2025-07-16T14:25:03Z,,,"### **Actual Behavior**

When a guest user completes SOI journey, switches account(to account with all details) and then clicks on get best price CTA user is asked to enter name and city and then proceed with enquiry flow. 

After completing the enquiry journey, the chat is not seen in BMC listing and enquiry is not sent.

Enquiry is sent from previously logged in account with name and city updated.

### **Expected Behavior**

Enquiry should be sent from Logged-in Account.

### **Steps to reproduce:**

1.  Login to App as guest user.
2.  open hamburger menu.
3.  Click on Sell on IndiaMART for free.
4.  Complete SOI journey.
5.  Now Switch to account where all details are added.
6.  Navigate to buyer webview pages,.
7.  Click on Get Best price CTA.
8.  User is asked to enter name and city and then proceed with enquiry flow. 
9.  Enter name and city and send enquiry.
10.  Navigate to BMC listing.
11.  The chat is not seen.
12.  Now switch to previously logged in account.
13.  Navigate to BMC listing.
14.  Enquiry sent is seen with name and city updated.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
602188,IM-iOS Native,Enquiry journey starts when user clicks on blank space of price on “Price on Request” product card in Search,Product Bug,,Bugs Treatment,Medium,Anjali Patel,Pratik Singh,2026-03-13T10:33:04Z,,iOS_13.5.3_T1,2025-07-16T14:35:08Z,,,"### **Actual Behavior**

When a buyer searches for products and views **“Price on Request”** product cards in the search results, clicking on the **blank space,** unexpectedly starts the enquiry journey. 

### **Expected Behavior**

The blank  area should not be clickable.This creates accidental enquiries and confuses the buyer.

### **Steps to reproduce:**

1.  Open the IndiaMART app
2.  Perform a search for any product that shows **“Price on Request”** 
3.  click on the blank area on product card
4.  Observe the issue

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602189,IM-iOS Native,"UI issue on ""Connect with local sellers"" popup  || intermittent issue",Product Bug,,To Do,Low,Anjali Patel,Rohin Kumar,2026-03-25T06:07:43Z,Webview Buyer,iOS_13.5.3_T1,2025-07-16T14:42:37Z,,,"### **Actual Behavior**

UI issue on &quot;Connect with local sellers&quot; popup- Contact cta is overlapping with footer

<img class=""op-uc-image op-uc-image_inline"" style=""width:243px;"" src=""/api/v3/attachments/679768/content"">

### **Expected Behavior**

content should not be overlapped

### **Steps to reproduce:**

1.  login on app
2.  go to any PDP
3.  clciks on whatsapp cta
4.  now back to app, &quot;connect with local sellers&quot; popup appear
5.  observe the issue

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602190,IM-iOS Native,Call CTA is getting hidden on the last seller card on the thank you screen,Product Bug,,Closed,Low,Anjali Patel,Pratik Singh,2025-09-25T06:14:49Z,,iOS_13.5.3_T1,2025-07-16T14:54:06Z,,,"### **Actual Behavior**

After sending enquiry, on thank you page call cta is getting hidden on the last seller card

### **Expected Behavior**

Call cta should be visible properly

### **Steps to reproduce:**

1.  login on indiamart app
2.  send enquiry
3.  on thank you page, scroll the page to last seller card

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602191,IM-iOS Native,"Cursor not visible on enquiry form isq,  Requirements isq and search bar",Product Bug,,Bugs Treatment,Medium,Anjali Patel,Pratik Singh,2026-03-13T10:33:10Z,,iOS_13.5.3_T1,2025-07-16T15:02:04Z,,,"### **Actual Behavior**

Cursor not visible on enquiry form isq,  Requirements isq and search bar

### **Expected Behavior**

Cursor should be visible properly

### **Steps to reproduce:**

1.  login on buyer/ free seller
2.  clicks on search page- observe the cursor
3.  go to search, pdp, company and send enquiry- observe the cursor in enquiry form isq
4.  clicks on quantity field - observe the cursor

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602208,IM-iOS Native,Search city page in BL listing is not scrollable.,Product Bug,,Bugs Treatment,Medium,freeda fernandes,Shivam Bansal,2025-07-25T04:24:11Z,,iOS_13.5.3_T1,2025-07-17T04:17:09Z,,,"### **Actual Behavior**

Search city page in BL listing is not scrollable.

### **Expected Behavior**

Search city page should be scrollable.

### **Steps to reproduce:**

1.  Login as seller(BL Webview enabled)
2.  Navigate to BL listing.
3.  Click on Search City filter.
4.  Try to scroll down.
5.  user is unable to scroll.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5

###"
602230,Android,Same Lat-Long are captured for all the activities in Android App on different dates,Product Bug,,Rejected,Medium,Namit Maheshwari,Shreya Pandey,2025-08-04T17:10:43Z,App_Native,,2025-07-17T05:01:17Z,,,"### **Actual Behavior**

Currently, the same lat-long is getting captured and passed on all the activities even after the activities is performed from different lat-long, that too on different dates.  
<img class=""op-uc-image op-uc-image_inline"" src=""https://lh7-rt.googleusercontent.com/slidesz/AGV_vUfXlaDRE_Af3N2fNoKN8-dpu9mcKGsfR93wwoYDaF0LtMtp32V0zlP1PfSaeBbeOOja8CsL0_XDGoDNQL4-Dph6xQ9WLJ4qVWmngpaaqhF0rgTBmO_l-aFiIsdduJrNfXiW93s1=s2048?key=h_UR5qEyJ-Ka8euDnzZhEg"">  
  
  

### **Expected Behavior**

The lat-long should be captured of the location from where the activity is performed.  
  

###   

###"
602235,IM-iOS Native,Same Lat-Long are captured for all the activities in Android App on different dates,Product Bug,,Rejected,Medium,Namit Maheshwari,Shivam Bansal,2025-09-08T06:14:57Z,,,2025-07-17T05:07:27Z,,,"### **Actual Behavior**

Currently, the same lat-long is getting captured and passed on all the activities even after the activities is performed from different lat-long, that too on different dates.  
  
GLID: 52145711

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/679810/content"">

  

### **Expected Behavior**

The lat-long should be captured of the location from where the activity is performed.

###"
602236,Android,"Tabs appear to slide or shift left automatically, causing a noticeable layout jerk as the BL page loads.",Product Bug,,Closed,Medium,Sharan S,Braj Mohan,2025-08-06T11:48:16Z,BL_Webview,,2025-07-17T05:09:23Z,,,"### **Actual Behavior**

Tabs appear to slide or shift left automatically, causing a noticeable layout jerk as the BL page loads.

### **Expected Behavior**

The tab layout should remain fixed and **aligned consistently**, without any sudden horizontal shift or animation when the user lands on the BL page.

### **Steps to reproduce:**

1.  Login with Paid Seller
2.  Navigate to Bl page
3.  The tab layout is shifting towards left

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
602237,IM-iOS Native,Messages:QRF feedback icons are not displaying in real time in conversation screen,Product Bug,,Rejected,Low,Anmol Goyal,,2025-07-23T12:04:38Z,Web View BMC,,2025-07-17T05:10:41Z,,,"### **Actual Behavior**

QRF feedback icons are not displaying in real time in conversation screen 

### **Expected Behavior**

QRF feedback icons should display  in real time in conversation screen 

### **Steps to reproduce:**

1.  Go to bmc \[7385475125\]
2.  Open converstaion screen 
3.  Send a enquiry from seller account 
4.  Check the QRF Feedback icons
5.  Not displaying in real time

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**:Production
3.  **Operating System:Iphone 11**
4.  **Browser/Version:13.5.2**

###   

### **User Type**

Indian 

### **Bug Type**

Specify the bug types: Functional/Logical

### **Bug Source**

Specify the bug sources: Launch"
602241,Android,"When the user lands on the BL page from a notification for the first time, it takes noticeable time to load.",Product Bug,,Closed,Low,Sharan S,Rishabh Dev Gupta,2025-11-25T10:59:51Z,BL_Webview,,2025-07-17T05:18:01Z,,,"### **Actual Behavior**

When the user lands on the **BL page from a notification** for the **first time**, it takes noticeable time to load.

### **Expected Behavior**

The BL page should **load quickly and smoothly**, even on the first entry via a notification.

### **Steps to reproduce:**

1.  Login with Seller
2.  Click on view lead cta from BL notification

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
602247,Android,From latest buyleads widget it's taking more time to load the leads,Product Bug,,Rejected,Low,Priyanka Chittimelli,Braj Mohan,2025-08-05T13:02:04Z,BL_Webview,,2025-07-17T05:26:46Z,,,"### **Actual Behavior**

From latest buyleads widget it&#39;s taking more time to load the leads

### Replicating: Everytime

### **Expected Behavior**

Leads should be loaded fastly.

### **Steps to reproduce:**

1.  Login as 9292006108
2.  navigate to seller dashboard.
3.  Click on lead on latest buyleads widget
4.  Observe that it&#39;s taking time compared to opening buyleads from footer.

### **Test Environment**:

1.  **Device:** IQOO Z9 5g Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 15"
602249,Android,"When the user clicks on ""Contact Buyer Now"" CTA and quickly interacts with other UI elements (like filters, footer tabs, or back), the user is navigated away while the lead is still being purchased in the background.",Product Bug,,Closed,Low,Sharan S,Braj Mohan,2025-11-25T09:49:26Z,BL_Webview,,2025-07-17T05:28:55Z,,,"### **Actual Behavior**

When the user clicks on &quot;Contact Buyer Now&quot; CTA and quickly interacts with other UI elements (like filters, footer tabs, or back), the user is navigated away while the lead is still being purchased in the background.

### **Expected Behavior**

The user should stay on the same screen  until the lead purchase is successfully completed.

Navigation or other actions should be blocked/disabled during this short process.

### **Steps to reproduce:**

1.  Login with seller
2.  Navigate to Bl tab
3.  Click on contact Buyer Now cta
4.  Quickly click on any filters or home menu

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
602254,Android,Buyer viewed section on buylead cards is not clickable on past leads tab.,Product Bug,,Closed,Low,Priyanka Chittimelli,Braj Mohan,2025-11-25T09:32:28Z,BL_Webview,,2025-07-17T05:32:32Z,,,"### **Actual Behavior**

Buyer viewed section on buylead cards is not clickable on past leads tab.

Replicating : Everytime

### **Expected Behavior**

Buyer viewed section on buylead cards should be clickable on past leads tab.

### **Steps to reproduce:**

1.  Login as 9292006108
2.  Navigate to buyleads
3.  Click on past leads tab
4.  Click on buyer viewed section is not clickable.

### **Test Environment**:

1.  **Device:** IQOO Z9 5g Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 15"
602257,Android,"In the Hidden Leads section, when the user scrolls down, the header is not sticky and the back button disappears.",Product Bug,,To Do,Low,Sharan S,Braj Mohan,2025-10-08T05:06:36Z,BL_Webview,,2025-07-17T05:32:55Z,,,"### **Actual Behavior**

In the Hidden Leads section, when the user scrolls down, the header is not sticky and the back button disappears.

### **Expected Behavior**

The header (with title &amp; back button) should remain sticky/fixed at the top while the user scrolls.

### **Steps to reproduce:**

1.  Login with seller
2.  Navigate to BL page
3.  Click on context menu&gt;hidden leads
4.  Scroll down on hidden leads
5.  Header isn&#39;t sticky

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
602260,Android,The BL WebView screen takes 3–5 seconds to load for the first time from most journeys.,Product Bug,,Closed,Medium,Shubham Panigrahi,Priyanshu Gaurav,2025-12-02T06:48:46Z,BL_Webview,,2025-07-17T05:36:31Z,,,"### **Actual Behavior**

The BL WebView listing/search screen takes 3–5 seconds to load for the first time from most journeys.

This is also happening when user open transaction history section.

### **Expected Behavior**

The BL Webview listing/search screen should load within 1–2 seconds the first time from any journey, and in less than 1 second on subsequent openings.

### **Steps to reproduce:**

1.  login as 1560156014
2.  click on any lead shown on Buyleads for your product
3.  Most of the time it takes 3-5 sec to load the BL search page.
4.  Now go to bl listing screen.
5.  click on context menu 
6.  cllick on transaction history
7.  Most of the time page loads in 3-5 seconds
8.  This issue also replicating intermittently when user switch from relavant any other tab in listing screen.

### **Test Environment**:

1.  **Device:** Motorola g32
2.  **Environment**: Stage
3.  **Operating System:** android 13"
602266,IM-iOS Native,"Infinite loader display when user clicks on Near me CTA on ""Find sellers near You "" widget",Product Bug,,Closed,Medium,Anjali Patel,Pratik Singh,2025-09-25T08:15:17Z,,iOS_13.5.3_T1,2025-07-17T05:43:13Z,,,"### **Actual Behavior**

Infinite loader display when user clicks on Near me CTA on &quot;Find sellers near you &quot; widget

<img class=""op-uc-image op-uc-image_inline"" style=""width:688px;"" src=""/api/v3/attachments/679848/content"">

### **Expected Behavior**

Post clicking on Near me CTA, location permission popup should be display as msite

### **Steps to reproduce:**

1.  login on Indiamart app
2.  go to search page
3.  scroll the page to the &quot;Find sellers near you&quot; widget
4.  clicks on **Near me** CTA

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602277,Android,Ui issue in New ui of AFR notification for  expanded mode ,Product Bug,,Closed,Medium,Sachin Naik,Sumit Ranjan,2025-07-22T12:28:51Z,Ratings & Review,Android-13.5.3_T1,2025-07-17T06:04:53Z,,,"### **Actual Behavior**

Ui issue in New ui of AFR notification for  expanded mode   
1\. No spacing of displaying the star in your feedback is important to us text and exclamation mark , Star should display center allign

2\. Test should be as &quot;Your Feedback is Important for us &quot;  
2\. Rate now cta text is cropped

Replicating - Everytime

### **Expected Behavior**

1.  Space should display after the star in Your feedback is important to us text  and exclamation mark
2.  Rate now cta text should display completely no crop should observed

### **Steps to reproduce:**

1.  Login with 1653246489
2.  Send the AFR notification to the logged above number from paid seller
3.  Observe the UI in expanded mode

### **Test Environment**:

1.  **Device:** Vivo y21e
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
602281,IM-iOS Native,Voice search is not working fine buylead search.,Product Bug,,Bugs Treatment,Medium,freeda fernandes,Shivam Bansal,2025-07-25T04:24:25Z,,iOS_13.5.3_T1,2025-07-17T06:05:49Z,,,"### **Actual Behavior**

Voice search is not working fine buylead search.

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  Login as seller(BL Webview enabled)
2.  Navigate to BL listing.
3.  Click on voice search icon.
4.  Retry is shown and user is unable to use voice search option.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
602285,Android,Location text is displaying after displaying the actual location for both collapse and expanded mode ,Product Bug,,Closed,Medium,Sachin Naik,Sumit Ranjan,2025-07-22T05:25:58Z,Ratings & Review,Android-13.5.3_T1,2025-07-17T06:11:54Z,,,"### **Actual Behavior**

Location text is displaying after displaying the actual location for both collapse and expanded mode 

Replicating - Everytime

### **Expected Behavior**

Location text should not display if the actual location displayed 

### **Steps to reproduce:**

1.  Login with 1653246489
2.  Ask for review for the above buyer 
3.  Observe the notification in collapse mode 
4.  After the actual location , the location text is displaying 
5.  Now switch to the expanded mode 
6.  Observe the same behaviour 

### **Test Environment**:

1.  **Device:** vivo y21e
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
602292,Android,Tap to star to review the seller text is not displaying above the rating star in expanded mode ,Product Bug,,Closed,Medium,Sachin Naik,Sumit Ranjan,2025-07-22T05:24:47Z,Ratings & Review,Android-13.5.3_T1,2025-07-17T06:18:23Z,,,"### **Actual Behavior**

Tap to star to review the seller text is not displaying above the rating star in expanded mode 

Replicating - Everytime 

### **Expected Behavior**

Tap to star to review the seller text should display above the rating star in expanded mode 

### **Steps to reproduce:**

1.  Login with 1653246489
2.  Now send the afr notification for paid seller for above account 
3.  Observe the notification in  expanded mode 
4.  Above the rating star text is not displaying 

### **Test Environment**:

1.  **Device:** vivo y21e
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
602294,IM-iOS Native,"Clicking on ""YES"" on ""Hi, Did you find what you were looking for?"" the popup disappear",Product Bug,,Rejected,Medium,Anjali Patel,Pratik Singh,2025-07-17T12:55:45Z,,iOS_13.5.3_T1,2025-07-17T06:19:46Z,,,"### **Actual Behavior**

Clicking on &quot;YES&quot; on &quot;Hi, Did you find what you were looking for?&quot; the popup disappear

### **Expected Behavior**

Glad to Serve you..Popup not display as msite

<img class=""op-uc-image op-uc-image_inline"" style=""width:252px;"" src=""/api/v3/attachments/679891/content"">

### **Steps to reproduce:**

1.  login on indiamart app
2.  go to search webview
3.  scroll the page to &quot;Hi, Did you find what you were looking for?&quot; widget
4.  clicks on &quot;YES&quot;

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
602300,IM-iOS Native,Blank Listing displayed on refresh when no Relevant Buyleads are present for applied filter.,Product Bug,,Rejected,Medium,freeda fernandes,Shivam Bansal,2025-07-18T05:43:56Z,,iOS_13.5.3_T1,2025-07-17T06:24:42Z,,,"### **Actual Behavior**

Blank Listing displayed on refresh when no Relevant Buyleads are present for applied filter.

&#39;We couldn&#39;t find relevant Buyleads..&#39; disappears.

### **Expected Behavior**

Blank listing should not be seen and &#39;We couldn&#39;t find relevant Buyleads..&#39; should not disappear.

### **Steps to reproduce:**

1.  Login as seller(BL Webview enabled)
2.  Navigate to BL listing.
3.  Apply some filters for which no relevant buyleads are present.
4.  &#39;We couldn&#39;t find relevant Buyleads..&#39;  message is displayed.
5.  Refresh the page.
6.  Blank Listing displayed and &#39;We couldn&#39;t find relevant Buyleads..&#39; disappears.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
602302,Android,"Footer is visible over the city selection popup, covering the search city tab.",Product Bug,,To Do,Low,madhur Kumar,Duddu Yuvaraju,2025-07-17T06:30:22Z,PDP_webview,,2025-07-17T06:28:31Z,,,"### **Actual Behavior**

Footer is visible over the city selection popup, covering the search city tab.

### **Expected Behavior**

Footer should not be visible at PDP page

### **Steps to reproduce:**

1.  Login as a buyer.
2.  Now navigate to search page and click on all india filter.
3.  Now click on pdp page of a seller with city other than glcity of buyer.
4.  Now scroll down the pdp page and get an xmpp message.
5.  Observe footer is visible above the the popup.

  

<img class=""op-uc-image op-uc-image_inline"" style=""width:339px;"" src=""/api/v3/attachments/679898/content"">      <img class=""op-uc-image op-uc-image_inline"" style=""width:339px;"" src=""/api/v3/attachments/679899/content"">

### **Test Environment**:

1.  **Device:** Mobile Realme 3 pro
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
602317,IM-iOS Native,Open in App is shown in the PDP page.,Product Bug,,Bugs Treatment,Medium,Aditya Rai,Pratik Singh,2025-09-17T07:54:17Z,,iOS_13.5.3_T1,2025-07-17T06:47:46Z,,,"### **Actual Behavior**

Open in App is shown in the Mini PDP page.

### **Expected Behavior**

When app is already installed and mini pdp page is opened in app then no need to ask open in app.

### **Steps to reproduce:**

1.  Login from the Buyer
2.  Search for any Product
3.  Now, click on the Product name 
4.  Mini pdp page is opened 
5.  Now scroll down the page
6.  Open in app is seen in the bottom section of the page

### **Test Environment**:

1.  **Device:** Iphone 13
2.  **Environment**: Stage
3.  **Operating System:** IOS 18.5"
602341,Android,Infinite loader is shown when we click on saved filter in BL listing page,Product Bug,,Reopen,Low,Akhileswara Rao,Priyanshu Gaurav,2025-11-21T08:30:38Z,BL_Webview,,2025-07-17T07:16:22Z,,,"### **Actual Behavior**

Infinite loader is shown when we click on saved filter in BL listing page

### **Expected Behavior**

Infinite loader should not be shown and saved filters should be shown when we click on saved filter in BL listing page

### **Steps to reproduce:**

1.  login with 9390158763 and navigate to BL listing page
2.  click on saved filter on BL listing page
3.  observe Infinite loader is shown when we click on saved filter in BL listing page

### **Test Environment**:

1.  **Device:** iqoo z6
2.  **Environment**: Stage
3.  **Operating System:** android 14"
602349,Android,Delay in displaying the Thank you for your feedback popup after marking the lead NI,Product Bug,,Closed,Medium,Sachin Naik,Priyanshu Gaurav,2025-10-14T07:38:29Z,BL_Webview,,2025-07-17T07:20:00Z,,,"### **Actual Behavior**

Delay in displaying the Thank you for your feedback popup after marking the lead NI

### **Expected Behavior**

Feedback popup should display immediatly

### **Steps to reproduce:**

1.  Login with 1623162316
2.  Navigate to buy lead page 
3.  Click on the dustbin icon for any of the lead 
4.  Select the other option 
5.  Now click on the submit 
6.  Observe it takes some time to display the popup 

### **Test Environment**:

1.  **Device:** vivo y21e
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
